company,product,color,price,material,model,Avg_Rating,No. Reviews,No. Rating,link
RGY,"Stylish Comfortable Lightweight, Breathable Socks Sports Walking Shoes For Men",White,? 549,Textile,"Stylish Comfortable Lightweight, Breathable Socks Sports",3.9,34,716,https://www.flipkart.com/rgy-stylish-comfortable-lightweight-breathable-socks-sports-walking-shoes-men/p/itmae2e2603bdbaf?pid=SHOGWHKWZVFDP9SG&lid=LSTSHOGWHKWZVFDP9SGBNN0T6&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_14_547&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_Q1i10BuATIfMLihJj9aMS6V2K7W9M6tq3JD8R5loHuzBFGntUR9CW_ECpMZeOCXJDd7l3G5c4TOs46lwo2gTZQ%3D%3D&ppt=None&ppn=None&ssid=n82kgdpwhs0000001714908744929
GOLDSTAR,602 Cricket Shoes For Men,Green,? 449,Synthetic,602,3.8,32,672,https://www.flipkart.com/goldstar-602-cricket-shoes-men/p/itme2a3eccb73e05?pid=SHOGX7JGJBHMNAFE&lid=LSTSHOGX7JGJBHMNAFECNEXHX&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_14_548&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_Q1i10BuATIfMLihJj9aMS6V2K7W9M6tq3JD8R5loHuwsRiuST0XrSTjtYSJHcNDQbg1P0t6s3R9bD6XHi7-3yA%3D%3D&ppt=None&ppn=None&ssid=n82kgdpwhs0000001714908744929
NIVIA,Bounce Cricket Shoes For Men,"White, Blue",? 799,"PVC, Synthetic Leather",Bounce,4.1,33,466,https://www.flipkart.com/nivia-bounce-cricket-shoes-men/p/itm8fecbd7cf75b0?pid=SHOGQAF3EZKHJNA9&lid=LSTSHOGQAF3EZKHJNA9SJRJWK&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_14_549&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=a3c87b8e-974d-4769-ad2f-d21fa888623d.SHOGQAF3EZKHJNA9.SEARCH&ppt=None&ppn=None&ssid=n82kgdpwhs0000001714908744929
PUMA,Puma Deuce Badminton Shoes For Men,Blue,"? 1,639",Synthetic,Puma Deuce,4.1,91,912,https://www.flipkart.com/puma-deuce-badminton-shoes-men/p/itmf07f90a659469?pid=SHOGK8XY4HT6DVQX&lid=LSTSHOGK8XY4HT6DVQXH0LTLY&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_14_550&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=a3c87b8e-974d-4769-ad2f-d21fa888623d.SHOGK8XY4HT6DVQX.SEARCH&ppt=None&ppn=None&ssid=n82kgdpwhs0000001714908744929
PUMA,Supertec Running Shoes For Men,White,"? 3,679",Mesh,Supertec,3.9,214,"2,967",https://www.flipkart.com/puma-supertec-running-shoes-men/p/itmaee349be80393?pid=SHOG8VF73S65QSPV&lid=LSTSHOG8VF73S65QSPVWO9TFF&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_14_551&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_Q1i10BuATIfMLihJj9aMS6V2K7W9M6tq3JD8R5loHuwLeXM7aAz9f-G7M-ieQDdg_lL4Edsg8QRXpAhOucQYDUKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=n82kgdpwhs0000001714908744929
NIVIA,Carbonite 6.0 Football Shoes For Men,Black,? 636,Synthetic Leather,Carbonite 6.0,4.2,138,"1,952",https://www.flipkart.com/nivia-carbonite-6-0-football-shoes-men/p/itmd700bce9e2398?pid=SHOGPTTGT9DD4VUJ&lid=LSTSHOGPTTGT9DD4VUJNQLVOQ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_14_552&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_Q1i10BuATIfMLihJj9aMS6V2K7W9M6tq3JD8R5loHuzUnz0nzf1pTj7NwjTyDyxSIBLC0a2BeFwxTTioMmIPw-o15S0a61Wzzbg3qNOknKY%3D&ppt=None&ppn=None&ssid=n82kgdpwhs0000001714908744929
BERSACHE,"Premium Sports ,Gym, Trending, Stylish Running Shoes For Men",White,? 940,Resin,"Premium Sports ,Gym, Trending, Stylish",3.8,840,"11,592",https://www.flipkart.com/bersache-premium-sports-gym-trending-stylish-running-shoes-men/p/itm217875793c3f0?pid=SHOGDZ7RVHZF5Z2C&lid=LSTSHOGDZ7RVHZF5Z2CE20TOD&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_14_553&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=a3c87b8e-974d-4769-ad2f-d21fa888623d.SHOGDZ7RVHZF5Z2C.SEARCH&ppt=None&ppn=None&ssid=n82kgdpwhs0000001714908744929
ADIDAS,Fluo M Running Shoes For Men,Blue,"? 1,599",Mesh,Fluo M,4.2,"5,411","57,060",https://www.flipkart.com/adidas-fluo-m-running-shoes-men/p/itm4799b8a41a1a7?pid=SHOFUN8JRJFQWXBM&lid=LSTSHOFUN8JRJFQWXBMWDL0RH&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_14_554&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=a3c87b8e-974d-4769-ad2f-d21fa888623d.SHOFUN8JRJFQWXBM.SEARCH&ppt=None&ppn=None&ssid=n82kgdpwhs0000001714908744929
asian,"Waterproof-14 Turquoise Sports,Walking,Training,Gym,Stylish Running Shoes For Men","Blue, White",? 588,Soft breathable fabric lining which prevents sweating,Synthetic Leather,3.8,316,"3,821",https://www.flipkart.com/asian-waterproof-14-turquoise-sports-walking-training-gym-stylish-running-shoes-men/p/itm7abc3232c81eb?pid=SHOGEVNWXQRK2CKK&lid=LSTSHOGEVNWXQRK2CKKPDSFFS&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_14_555&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=a3c87b8e-974d-4769-ad2f-d21fa888623d.SHOGEVNWXQRK2CKK.SEARCH&ppt=None&ppn=None&ssid=n82kgdpwhs0000001714908744929
CAMPUS,MAGNITE Running Shoes For Men,Navy,? 749,Mesh,MAGNITE,4.2,"7,034","72,822",https://www.flipkart.com/campus-magnite-running-shoes-men/p/itm411596870bac2?pid=SHOG6BNZSTZZGPAR&lid=LSTSHOG6BNZSTZZGPARVQOADU&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_14_556&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=a3c87b8e-974d-4769-ad2f-d21fa888623d.SHOG6BNZSTZZGPAR.SEARCH&ppt=None&ppn=None&ssid=n82kgdpwhs0000001714908744929
RED TAPE,"Sports Walking Shoes for Men | Soft Cushioned Insole, Slip-Resistance Walking Shoes For Men",White,"? 1,519",Mesh,"Sports Walking Shoes for Men | Soft Cushioned Insole, Slip-Resistance",4.3,41,291,https://www.flipkart.com/red-tape-sports-walking-shoes-men-soft-cushioned-insole-slip-resistance/p/itm2abccfb83d2a1?pid=SHOGV2VUZD3UCSFF&lid=LSTSHOGV2VUZD3UCSFFOKEBZ0&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_14_557&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_Q1i10BuATIfMLihJj9aMS6V2K7W9M6tq3JD8R5loHuyZaW69GzkLtjO4vVsTiSNXz2wztwOm9OC7DyzgWVBLykhz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=n82kgdpwhs0000001714908744929
asian,"Delta-20 Sports,Casual,Gym, Walking Shoes For Men",White,? 899,Soft breathable fabric lining which prevents sweating,Fabric,4.1,"5,949","72,011",https://www.flipkart.com/asian-delta-20-sports-casual-gym-walking-shoes-men/p/itmb15dc7c96eabe?pid=SHOGCU8EEQ7RYYVV&lid=LSTSHOGCU8EEQ7RYYVVSLVVCE&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_14_558&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_Q1i10BuATIfMLihJj9aMS6V2K7W9M6tq3JD8R5loHuy88VovsTwCVDxZNQSSwJC1YivaUleS7WxJKnPt5L3zYK8iqbiwhGf4dwbXVx7ZSks%3D&ppt=None&ppn=None&ssid=n82kgdpwhs0000001714908744929
Hundred,Blade Badminton Shoes For Men,"White, Black","? 1,649",Polyester,Blade,3.8,35,349,https://www.flipkart.com/hundred-blade-badminton-shoes-men/p/itm50b0192b5973f?pid=SHOGXFYF39AH6JZM&lid=LSTSHOGXFYF39AH6JZMJSESPN&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_14_559&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=a3c87b8e-974d-4769-ad2f-d21fa888623d.SHOGXFYF39AH6JZM.SEARCH&ppt=None&ppn=None&ssid=n82kgdpwhs0000001714908744929
CAMPUS,OSLO PRO Running Shoes For Men,Grey,"? 1,238",Mesh,OSLO PRO,4.1,85,787,https://www.flipkart.com/campus-oslo-pro-running-shoes-men/p/itm8eca0d78b92fc?pid=SHOG5HUPY5YFAHSH&lid=LSTSHOG5HUPY5YFAHSHFGS4I8&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_14_560&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=a3c87b8e-974d-4769-ad2f-d21fa888623d.SHOG5HUPY5YFAHSH.SEARCH&ppt=None&ppn=None&ssid=n82kgdpwhs0000001714908744929
ADIDAS,Crihase Cricket Shoes For Men,White,"? 1,977",Synthetic Leather,Crihase,4.3,299,"3,623",https://www.flipkart.com/adidas-crihase-cricket-shoes-men/p/itm12011f9d027ca?pid=SHOG9XNXACGKGJFV&lid=LSTSHOG9XNXACGKGJFVCSQGAB&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_561&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWCsGrklcWWoxFNMZ1Q96UXwG8a4EJZX8yFVWAneZs_FEg%3D%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
RED TAPE,"Athleisure Sports Shoes for Men | Enhanced Durability, Soft Cushioned Insole Walking Shoes For Men",Grey,"? 1,539",Mesh,"Athleisure Sports Shoes for Men | Enhanced Durability, Soft Cushioned Insole",4.2,392,"3,998",https://www.flipkart.com/red-tape-athleisure-sports-shoes-men-enhanced-durability-soft-cushioned-insole-walking/p/itmb9d723feed5d6?pid=SHOGY2VSASUQMKTN&lid=LSTSHOGY2VSASUQMKTNBZXRJT&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_562&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWBIzhxPtmptiP_oCuDE1BhixmLaLJm9NwKws9dxHovVLw%3D%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
asian,"wndr-11 sports shoes for men | Latest Stylish Casual sport shoes for men |running shoes for boys | Lace up Lightweight black shoes for running, walking, gym, trekking, hiking & party Running Shoes For Men","Red, Black",? 651,Fabric,Mesh,4,"9,549","89,989",https://www.flipkart.com/asian-wndr-11-sports-shoes-men-latest-stylish-casual-sport-running-boys-lace-up-lightweight-black-running-walking-gym-trekking-hiking-party-running/p/itmfc6ryk6dcbhjq?pid=SHOFC6FFZCHFF9XG&lid=LSTSHOFC6FFZCHFF9XGNFRLYW&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_563&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOFC6FFZCHFF9XG.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
bacca bucci,Essential your Everyday men's all Purpose Walking running Casual Shoes Training & Gym Shoes For Men,Black,"? 1,099","PU, Mesh",Essential your Everyday men's all Purpose Walking running Casual Shoes,4.1,56,614,https://www.flipkart.com/bacca-bucci-essential-your-everyday-men-s-all-purpose-walking-running-casual-shoes-training-gym-men/p/itme2ac898ca61a7?pid=SHOGPMRU4XFEVTEX&lid=LSTSHOGPMRU4XFEVTEXU87Z3P&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_564&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGPMRU4XFEVTEX.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
SG,SCORER 6.0 Cricket Shoe For Flexible Grip Size: UK9/ US10/ EU43 Outdoors For Men,"White, Blue, Black","? 1,124","Mesh, PU",SCORER 6.0 Cricket Shoe For Flexible Grip Size: UK9/ US10/ EU43,4.4,0,9,https://www.flipkart.com/sg-scorer-6-0-cricket-shoe-flexible-grip-size-uk9-us10-eu43-outdoors-men/p/itmf6bcd55c806d0?pid=SHOGYXTVFUX8SC2Y&lid=LSTSHOGYXTVFUX8SC2YNE1YNI&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_565&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGYXTVFUX8SC2Y.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
LANCER,DRAGON Walking Shoes For Men,Navy,? 765,Mesh,DRAGON,4.2,"2,020","18,217",https://www.flipkart.com/lancer-dragon-walking-shoes-men/p/itmf9hgh5jg8kqtz?pid=SHOF9GJBWX9YXE5Z&lid=LSTSHOF9GJBWX9YXE5ZPWHWUT&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_566&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOF9GJBWX9YXE5Z.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
REEBOK,Voyager M Running Shoes For Men,White,"? 1,203",Synthetic,Voyager M,4.3,6,44,https://www.flipkart.com/reebok-voyager-m-running-shoes-men/p/itm076c4e02498a7?pid=SHOGX8PDGMXZVZR7&lid=LSTSHOGX8PDGMXZVZR73GVTBM&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_567&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWCqcBkiqGIAaQ31G2MYm5acywxbPHuZ3yhgzSq4n6SaFA%3D%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
PUMA,Supertec Running Shoes For Men,White,"? 3,679",Mesh,Supertec,3.9,214,"2,962",https://www.flipkart.com/puma-supertec-running-shoes-men/p/itmaee349be80393?pid=SHOG8VF73S65QSPV&lid=LSTSHOG8VF73S65QSPVWO9TFF&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_568&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWDjFxVyi95vOkUZt175FvS_HhflU5a54ASiVUcPtZOXgA%3D%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
Sparx,SX0500G Running Shoes For Men,Black,? 839,Fabric,Mesh,4.1,"1,648","15,728",https://www.flipkart.com/sparx-sx0500g-running-shoes-men/p/itm46992e6b3aa8b?pid=SHOFM668UEZCSQT7&lid=LSTSHOFM668UEZCSQT7FTNPPE&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_569&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOFM668UEZCSQT7.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
REEBOK,REE-FUSION M Running Shoes For Men,Black,"? 1,219","Synthetic, Textile",REE-FUSION M,4.2,368,"4,033",https://www.flipkart.com/reebok-ree-fusion-m-running-shoes-men/p/itmf8d21996fbc73?pid=SHOGEUFGGZUYC52B&lid=LSTSHOGEUFGGZUYC52BDOLGQ8&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_570&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGEUFGGZUYC52B.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
ADIDAS,Howzat Spike 20 Cricket Shoes For Men,White,"? 3,495",Synthetic,Howzat Spike 20,4.3,115,"1,408",https://www.flipkart.com/adidas-howzat-spike-20-cricket-shoes-men/p/itm089142d5b71e9?pid=SHOG9XNW2ASZSTCW&lid=LSTSHOG9XNW2ASZSTCWMBZYMZ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_571&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWApzXJv92Q5OOIp7mNibQhwsObMU3fPzH0U1hi3GT0nSQ%3D%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
REEBOK,Troo Flight Running Shoes For Men,Navy,"? 1,024",Mesh,Troo Flight,4.2,126,"1,292",https://www.flipkart.com/reebok-troo-flight-running-shoes-men/p/itm4ef9dfa072be8?pid=SHOG4YZEZMWHRCVZ&lid=LSTSHOG4YZEZMWHRCVZWBTNSQ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_572&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWAWUUnEQwhozCRY_TwI_PAcJiLxDS2XN9ZN4mijYe9MBw%3D%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
ADIDAS,Crihase Cricket Shoes For Men,White,"? 1,977",Synthetic Leather,Crihase,4.3,297,"3,615",https://www.flipkart.com/adidas-crihase-cricket-shoes-men/p/itm89d3744cb37cb?pid=SHOG9XNXXT9ZWN8P&lid=LSTSHOG9XNXXT9ZWN8POEVSCO&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_573&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOG9XNXXT9ZWN8P.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
REEBOK,SUPER SPEED Walking Shoes For Men,Black,"? 1,047",Mesh,SUPER SPEED,4.2,890,"10,091",https://www.flipkart.com/reebok-super-speed-walking-shoes-men/p/itm89c8fc193819a?pid=SHOGR7FYXURZ7AWD&lid=LSTSHOGR7FYXURZ7AWD0OPYPF&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_574&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGR7FYXURZ7AWD.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
PUMA,NRGY Comet Running Shoes For Men,Black,"? 1,687",Mesh,NRGY Comet,4,31,296,https://www.flipkart.com/puma-nrgy-comet-running-shoes-men/p/itm3255b42891839?pid=SHOFZFG5XANGFHPD&lid=LSTSHOFZFG5XANGFHPDFETYTK&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_575&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOFZFG5XANGFHPD.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
JQR,"EAST Sports shoes, Running, Walking, Lightweight, Gym, Trakking, Stylish Running Shoes For Men",Black,? 801,Memory Foam,Mesh,4.1,483,"3,139",https://www.flipkart.com/jqr-east-sports-shoes-running-walking-lightweight-gym-trakking-stylish-running-shoes-men/p/itm180ea5aa9938b?pid=SHOGUAYG4SBZNPDF&lid=LSTSHOGUAYG4SBZNPDFOEG8VL&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_576&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGUAYG4SBZNPDF.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
REEBOK,Fusion Lux 2.0 M Walking Shoes For Men,Black,"? 1,199","Synthetic, Textile",Fusion Lux 2.0 M,4,95,"1,129",https://www.flipkart.com/reebok-fusion-lux-2-0-m-walking-shoes-men/p/itma539cbb966480?pid=SHOGQF77QGGVJ7YE&lid=LSTSHOGQF77QGGVJ7YE07ERF9&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_577&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWCdLLMpqHk6dYuxpE2QCaKNgonqDzc5bDOQxFQC_ZnoiA%3D%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
Abros,SOLAR Running Shoes For Men,White,"? 2,399",Cushion Comfort,Mesh,3.8,4,83,https://www.flipkart.com/abros-solar-running-shoes-men/p/itm8f063b63f733a?pid=SHOGW3GZ2WAPE9XC&lid=LSTSHOGW3GZ2WAPE9XCPDOVRH&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_578&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWCuWva6hwxjBME8hUWSsTNb31xrmmK2gud3VSvG9mdMKfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
ADIDAS,Heather Low Tennis Shoes For Men,Multicolor,"? 2,207",Mesh,Heather Low,4.8,0,4,https://www.flipkart.com/adidas-heather-low-tennis-shoes-men/p/itm356b36cd4af6d?pid=SHOGYUU7AUFVMWYY&lid=LSTSHOGYUU7AUFVMWYYI7X7JM&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_579&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGYUU7AUFVMWYY.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
ADIDAS,COPA PURE 2 CLUB FxG Football Shoes For Men,Red,"? 2,437",Synthetic,COPA PURE 2 CLUB FxG,4.3,9,97,https://www.flipkart.com/adidas-copa-pure-2-club-fxg-football-shoes-men/p/itm16d65a04e9bf9?pid=SHOGW4F8WGRW95YN&lid=LSTSHOGW4F8WGRW95YNOKD7EJ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_580&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGW4F8WGRW95YN.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
Airson,"sports shoes for men | Latest Lightweight walking, gym, party Running Shoes Running Shoes For Men","Grey, Green",? 492,Mesh,Mesh,3.9,398,"5,600",https://www.flipkart.com/airson-sports-shoes-men-latest-lightweight-walking-gym-party-running/p/itm0eb1b481cf361?pid=SHOGZBK2C7QEJYVK&lid=LSTSHOGZBK2C7QEJYVK2KDCZE&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_581&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWAqXflc_-bD2EHvCkzjhQX6e-r03_TX7G5_roudMOasAg%3D%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
CAMPUS,DROOL Running Shoes For Men,Blue,"? 1,045",Mesh,DROOL,4,23,286,https://www.flipkart.com/campus-drool-running-shoes-men/p/itm8d6713b705fd8?pid=SHOGTYT7RQXGXEXK&lid=LSTSHOGTYT7RQXGXEXKJK06J1&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_582&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWC_ufBAsJKIanrl96y8UOxA1iungrzvcV2dEsvh-hFDrYE8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
asian,Hattrick-27 White Walking Shoes Walking Shoes For Men,"White, Blue",? 764,Fabric,Hattrick-27 White Walking Shoes,4.1,"1,394","16,175",https://www.flipkart.com/asian-hattrick-27-white-walking-shoes-men/p/itm4b59c304ce39f?pid=SHOGBRFC5E42TVMC&lid=LSTSHOGBRFC5E42TVMCNRKNLQ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_583&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGBRFC5E42TVMC.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
Lakhani,Outdoors For Men,White,"? 1,423",PU,Men,4,66,810,https://www.flipkart.com/lakhani-outdoors-men/p/itmf9ndffdhmtzkg?pid=SHOF9NBZGWHSYVZ6&lid=LSTSHOF9NBZGWHSYVZ6ZD89Y1&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_584&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOF9NBZGWHSYVZ6.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
asian,"Men's Future-01 Sports Running,Trainning,Gym Shoes Lightweight Eva Outsole Running Shoes For Men",Blue,? 623,Fabric,Mesh,4.1,"9,528","84,288",https://www.flipkart.com/asian-men-s-future-01-sports-running-trainning-gym-shoes-lightweight-eva-outsole-running-men/p/itm6c8eb879b0c69?pid=SHOGQ3YUQ9MUHJGP&lid=LSTSHOGQ3YUQ9MUHJGP0THKQD&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_585&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGQ3YUQ9MUHJGP.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
GO RIDE,Garmin Running Shoes For Men,White,? 809,Textile,Garmin,4.1,184,"2,717",https://www.flipkart.com/go-ride-garmin-running-shoes-men/p/itm34676945f4199?pid=SHOGETQJVXYWYAYY&lid=LSTSHOGETQJVXYWYAYYNSMMUZ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_586&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGETQJVXYWYAYY.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
