company,product,color,price,material,model,Avg_Rating,No. Reviews,No. Rating,link
REEBOK,Stride Runner M Running Shoes For Men,Black,"? 1,047",Synthetic,Stride Runner M,4.1,6,73,https://www.flipkart.com/reebok-stride-runner-m-running-shoes-men/p/itmd372ab710613f?pid=SHOGX8PAWGYQYFG7&lid=LSTSHOGX8PAWGYQYFG7FNT8XI&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_587&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWCZA5_87EKZNd6IUoaeM64dNekov-yfJtriHwmTFd0pVk4IsYyWu-Pj9cxFjFAoaLk%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
REEBOK,Super Speed Casuals For Men,Grey,? 939,Mesh,Super Speed,4.2,54,633,https://www.flipkart.com/reebok-super-speed-casuals-men/p/itmb56cb91f797eb?pid=SHOGSN4XG9QRJGQF&lid=LSTSHOGSN4XG9QRJGQFZ6FPG5&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_588&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWBWhwD7Dhgkk_9s5Xr2TJRUYzg7XPR6cBlBkXylkEn0oIQEIsITtCzc4bHaOMTqL08%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
ADIDAS,NRGY fusion M Running Shoes For Men,Black,"? 2,364",Textile,NRGY fusion M,4.1,20,275,https://www.flipkart.com/adidas-nrgy-fusion-m-running-shoes-men/p/itm32d734e87cb29?pid=SHOGW4G94E2PPFZR&lid=LSTSHOGW4G94E2PPFZR9LDWCT&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_589&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGW4G94E2PPFZR.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
Asics,GEL-NIMBUS 25 Running Shoes For Men,Blue,"? 8,799",PU,GEL-NIMBUS 25,4.5,115,897,https://www.flipkart.com/asics-gel-nimbus-25-running-shoes-men/p/itm7044288969d9a?pid=SHOGHJKK3GMNEAQS&lid=LSTSHOGHJKK3GMNEAQSPOIECX&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_590&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGHJKK3GMNEAQS.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
RED TAPE,"Atheleisure Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance Walking Shoes For Men",White,"? 1,219",Textile,"Atheleisure Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance",3.9,6,91,https://www.flipkart.com/red-tape-atheleisure-sports-shoes-men-soft-cushioned-insole-slip-resistance-walking/p/itme6919961aff43?pid=SHOGY98YS5ZHDJHC&lid=LSTSHOGY98YS5ZHDJHC0ITATN&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_591&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWBvfvpufTzS053fYtc1askk2ZgBIzcGnjFyg58EVb5qakKsf8s6I2Oz2HOgbXTo_9U%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
ADIDAS,RUNFALCON 3.0 Running Shoes For Men,White,"? 3,035",Textile,RUNFALCON 3.0,4,24,298,https://www.flipkart.com/adidas-runfalcon-3-0-running-shoes-men/p/itmd7ae13dd8c4e6?pid=SHOGW3MHR3QNGJKY&lid=LSTSHOGW3MHR3QNGJKYADI15Y&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_592&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWDQg-FRXg9bcTOQ4PPzj0HtQct7VZMckjt7--vjk4sFVOo15S0a61Wzzbg3qNOknKY%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
CAMPUS,FIRST Running Shoes For Men,Beige,"? 1,293",Mesh,FIRST,4.1,94,"1,199",https://www.flipkart.com/campus-first-running-shoes-men/p/itm0e4abc2f054ce?pid=SHOGTAHM6KKYPEWK&lid=LSTSHOGTAHM6KKYPEWKSOXZTL&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_593&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGTAHM6KKYPEWK.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
asian,"Fortuner-11 Black Gym,Sports,Walking,Stylsih with Extra Comfort Running Shoes For Men","Black, Grey",? 949,Soft breathable fabric lining which prevents sweating,Mesh,4,77,693,https://www.flipkart.com/asian-fortuner-11-black-gym-sports-walking-stylsih-extra-comfort-running-shoes-men/p/itm65feababe1613?pid=SHOGS53NUTBMAF6X&lid=LSTSHOGS53NUTBMAF6XO2LKJU&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_594&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGS53NUTBMAF6X.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
REEBOK,Rush Runner Running Shoes For Men,Black,"? 1,247","Synthetic, Textile",Rush Runner,4.1,61,831,https://www.flipkart.com/reebok-rush-runner-running-shoes-men/p/itmf24114defb9dc?pid=SHOGX8PA3VKA3KNR&lid=LSTSHOGX8PA3VKA3KNR8METBL&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_595&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGX8PA3VKA3KNR.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
JQR,"MOJ 402 Sports shoes, Running, Walking, Lightweight, Gym, Trakking, Stylish Running Shoes For Men",White,? 509,Memory Foam,Mesh,4.1,680,"4,326",https://www.flipkart.com/jqr-moj-402-sports-shoes-running-walking-lightweight-gym-trakking-stylish-running-shoes-men/p/itm719504c0778fa?pid=SHOG86DQ4HCSKMZ8&lid=LSTSHOG86DQ4HCSKMZ8TLXBWE&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_596&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOG86DQ4HCSKMZ8.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
ADIDAS,CriNu Cricket Shoes For Men,White,"? 1,771",Synthetic,CriNu,4.3,249,"3,260",https://www.flipkart.com/adidas-crinu-cricket-shoes-men/p/itma20fc67ca10e0?pid=SHOGEH3NFTKVZ6TQ&lid=LSTSHOGEH3NFTKVZ6TQGH3NNA&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_597&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWDQfpglla-hIwhFj9IxmKd_OKn0IdsHSqM0GP2nNrCcg0hz9c-MSIoFe8xMxkfU6dM%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
REEBOK,Megathunder TR M Training & Gym Shoes For Men,White,"? 1,919","Mesh, Synthetic",Megathunder TR M,4.1,7,61,https://www.flipkart.com/reebok-megathunder-tr-m-training-gym-shoes-men/p/itm7b399f339f842?pid=SHOGX8PAQZUFHTEB&lid=LSTSHOGX8PAQZUFHTEBD4CIPT&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_598&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_GP68NG7gLWgBuvFzK8jcVuKVQ0XTjsS2ioL3zWViwWC9MPN7s9OsO2cpgeHKwSxXUSlt2EwtCbYGCVfr9lkjy4nfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
CAMPUS,HURRICANE Running Shoes For Men,Grey,"? 1,102",Mesh,HURRICANE,4.3,"19,160","1,79,186",https://www.flipkart.com/campus-hurricane-running-shoes-men/p/itm2f045a1c43285?pid=SHOG6BNGGAXMGJZH&lid=LSTSHOG6BNGGAXMGJZHMRO1BI&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_599&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOG6BNGGAXMGJZH.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
PUMA,FTR Xtraflow IDP Running Shoes For Men,Red,"? 1,814",Textile,FTR Xtraflow IDP,4.2,7,116,https://www.flipkart.com/puma-ftr-xtraflow-idp-running-shoes-men/p/itm07ec90b3fc3e5?pid=SHOGTDWRYTXPVJWW&lid=LSTSHOGTDWRYTXPVJWWRENNXZ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_15_600&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=91026e16-321d-4d6e-aef9-83fb5cdeeec7.SHOGTDWRYTXPVJWW.SEARCH&ppt=None&ppn=None&ssid=wppxzrbxw00000001714908783722
RED TAPE,"Athleisure Sports Shoes for Men | Enhanced Durability, Soft Cushioned Insole Walking Shoes For Men","Blue, Green","? 1,539",Mesh,"Athleisure Sports Shoes for Men | Enhanced Durability, Soft Cushioned Insole",4.2,389,"3,924",https://www.flipkart.com/red-tape-athleisure-sports-shoes-men-enhanced-durability-soft-cushioned-insole-walking/p/itme2eaf203f439b?pid=SHOGY2VSZ7GMQZ3V&lid=LSTSHOGY2VSZ7GMQZ3VQIFGKX&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_601&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_1H0j-7ttk-E6yxp8cvdS09tq3__NvPwYay6XX8Y46cWrX0JnGaqexwebftQSFktm1KPzhJJ04HQtLWUjQB5pVw%3D%3D&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
RED TAPE,"Atheleisure Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance Walking Shoes For Men",White,"? 1,379",Textile,"Atheleisure Sports Shoes for Men | Soft Cushioned Insole, Slip-Resistance",4.1,108,"1,224",https://www.flipkart.com/red-tape-atheleisure-sports-shoes-men-soft-cushioned-insole-slip-resistance-walking/p/itm746fc37e0252b?pid=SHOGYTEAPRRFXBHT&lid=LSTSHOGYTEAPRRFXBHTDEFJKB&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_602&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_1H0j-7ttk-E6yxp8cvdS09tq3__NvPwYay6XX8Y46cXucYj0uUCjs9ELelFVo_FbQlQJIksdPY_vwAeBaZG5Yg%3D%3D&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
RED TAPE,Slip-On Walking Shoes for Men | Comfortable Sports Shoes Walking Shoes For Men,White,? 999,Mesh,Slip-On Walking Shoes for Men | Comfortable Sports Shoes,4.3,136,"1,386",https://www.flipkart.com/red-tape-slip-on-walking-shoes-men-comfortable-sports/p/itm03a2847862a0e?pid=SHOGNFQSP78GBKBE&lid=LSTSHOGNFQSP78GBKBEZVWCMS&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_603&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=08aeab25-c108-42a4-8089-f0813eb7f94d.SHOGNFQSP78GBKBE.SEARCH&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
Skechers,UNO LITE - LIGHTER O Sneakers For Men,Khaki,"? 3,359",Memory Foam,EVA,4.1,1,14,https://www.flipkart.com/skechers-uno-lite-lighter-o-sneakers-men/p/itm2fdb8cc5fa21c?pid=SHOGQTKZZCGE9ZEY&lid=LSTSHOGQTKZZCGE9ZEYZTYDEH&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_604&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=08aeab25-c108-42a4-8089-f0813eb7f94d.SHOGQTKZZCGE9ZEY.SEARCH&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
CAMPUS,VAYU Walking Shoes For Men,"Blue, Red",? 976,Mesh,VAYU,4.1,511,"6,886",https://www.flipkart.com/campus-vayu-walking-shoes-men/p/itm9f696481330a0?pid=SHOG6BNRKNJVRPXE&lid=LSTSHOG6BNRKNJVRPXEZC9P7L&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_605&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=08aeab25-c108-42a4-8089-f0813eb7f94d.SHOG6BNRKNJVRPXE.SEARCH&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
JQR,"MOJ 402 Sports shoes, Running, Walking, Lightweight, Gym, Trakking, Stylish Running Shoes For Men",White,? 509,Memory Foam,Mesh,4.1,681,"4,327",https://www.flipkart.com/jqr-moj-402-sports-shoes-running-walking-lightweight-gym-trakking-stylish-running-shoes-men/p/itm719504c0778fa?pid=SHOG86DQ4HCSKMZ8&lid=LSTSHOG86DQ4HCSKMZ8TLXBWE&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_606&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=08aeab25-c108-42a4-8089-f0813eb7f94d.SHOG86DQ4HCSKMZ8.SEARCH&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
Abros,ARIZONA-N Running Shoes For Men,White,? 799,FLYKNIT/MESH,Mesh,3.9,264,"3,467",https://www.flipkart.com/abros-arizona-n-running-shoes-men/p/itma55de8d3f0f93?pid=SHOGC2M9JEUFQXEW&lid=LSTSHOGC2M9JEUFQXEW6N2RYP&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_607&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_1H0j-7ttk-E6yxp8cvdS09tq3__NvPwYay6XX8Y46cU1CUV6AugoEvkmRsK-hTtT5tPwlF3yfi0QVXqiAaQ5bfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
REEBOK,SUPER SPEED Walking Shoes For Men,Black,"? 1,047",Mesh,SUPER SPEED,4.2,890,"10,091",https://www.flipkart.com/reebok-super-speed-walking-shoes-men/p/itm89c8fc193819a?pid=SHOGR7FYUYZF3W2G&lid=LSTSHOGR7FYUYZF3W2GI1BATM&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_608&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_1H0j-7ttk-E6yxp8cvdS09tq3__NvPwYay6XX8Y46cXgB-txZuTM8lJzpgQHFyXiyFXYz1G-wvz73GXfKUBvfA%3D%3D&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
RED TAPE,Walking Shoes For Men,Grey,"? 1,239",Mesh,Men,4.1,"1,268","12,369",https://www.flipkart.com/red-tape-walking-shoes-men/p/itmf1a0e228b0310?pid=SHOGGFCFG87Q3XBY&lid=LSTSHOGGFCFG87Q3XBYUHSKBD&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_609&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=08aeab25-c108-42a4-8089-f0813eb7f94d.SHOGGFCFG87Q3XBY.SEARCH&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
ADIDAS,Expereo M Running Shoes For Men,Navy,"? 2,295",Textile,Expereo M,4.3,10,107,https://www.flipkart.com/adidas-expereo-m-running-shoes-men/p/itm67923333adf31?pid=SHOGW4GYTXCPBNWZ&lid=LSTSHOGW4GYTXCPBNWZ60DGO2&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_610&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=08aeab25-c108-42a4-8089-f0813eb7f94d.SHOGW4GYTXCPBNWZ.SEARCH&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
RED TAPE,"Sports Shoes for Men | Dial Lace Quick On, Soft Cushioned Insole Walking Shoes For Men",Black,"? 1,799",Mesh,"Sports Shoes for Men | Dial Lace Quick On, Soft Cushioned Insole",Rating Not Available,No rating Found,No rating Found,https://www.flipkart.com/red-tape-sports-shoes-men-dial-lace-quick-on-soft-cushioned-insole-walking/p/itm26a7f8b7b22ed?pid=SHOGXWYNMK3KCYVQ&lid=LSTSHOGXWYNMK3KCYVQSKOCLD&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_611&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_1H0j-7ttk-E6yxp8cvdS09tq3__NvPwYay6XX8Y46cWsQ-qStk5-dy4340CxUdz46GNHxbg0dzAre4gcbSPddw%3D%3D&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
REEBOK,Stride Runner M Running Shoes For Men,Black,"? 1,047",Synthetic,Stride Runner M,4.2,"1,543","17,892",https://www.flipkart.com/reebok-stride-runner-m-running-shoes-men/p/itm15aeeb7a4bbd2?pid=SHOGEUFG6AZZ8XT3&lid=LSTSHOGEUFG6AZZ8XT34ROWHT&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_612&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_1H0j-7ttk-E6yxp8cvdS09tq3__NvPwYay6XX8Y46cVvNSTu47PTBpvFAO-DKwSZVMOutV5wYjgR2E6Yw_Aswg%3D%3D&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
PUMA,PUMA 22 FH Rubber Cricket Shoes For Men,White,"? 3,119",Synthetic,PUMA 22 FH Rubber,4.3,73,828,https://www.flipkart.com/puma-22-fh-rubber-cricket-shoes-men/p/itm6079b35acd187?pid=SHOGRT42RQYFGVPW&lid=LSTSHOGRT42RQYFGVPWCXJTCJ&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_613&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=08aeab25-c108-42a4-8089-f0813eb7f94d.SHOGRT42RQYFGVPW.SEARCH&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
REEBOK,Stride Runner Running Shoes For Men,Grey,? 988,Mesh,Stride Runner,4.2,"1,733","15,424",https://www.flipkart.com/reebok-stride-runner-running-shoes-men/p/itm7d03cde98ff86?pid=SHOG9XNH7F2GQHRY&lid=LSTSHOG9XNH7F2GQHRYNTZQT7&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_614&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=08aeab25-c108-42a4-8089-f0813eb7f94d.SHOG9XNH7F2GQHRY.SEARCH&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
Lakhani Vardaan,Pace Running Shoes For Men,"White, Navy","? 1,423",Synthetic,Pace,4,38,409,https://www.flipkart.com/lakhani-vardaan-pace-running-shoes-men/p/itm842c3a451c771?pid=SHOGNGKEZFHTDDQW&lid=LSTSHOGNGKEZFHTDDQW74UVT4&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_615&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=08aeab25-c108-42a4-8089-f0813eb7f94d.SHOGNGKEZFHTDDQW.SEARCH&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
SG,SCORER 6.0 Cricket Shoe For Flexible Grip Size: UK6/ US7/ EU40 Outdoors For Men,"White, Blue, Black","? 1,124","Mesh, PU",SCORER 6.0 Cricket Shoe For Flexible Grip Size: UK6/ US7/ EU40,4.4,0,9,https://www.flipkart.com/sg-scorer-6-0-cricket-shoe-flexible-grip-size-uk6-us7-eu40-outdoors-men/p/itmf6bcd55c806d0?pid=SHOGYXTU2TGQ6UCP&lid=LSTSHOGYXTU2TGQ6UCP61UPSM&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_616&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=08aeab25-c108-42a4-8089-f0813eb7f94d.SHOGYXTU2TGQ6UCP.SEARCH&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
RED TAPE,"Athleisure Sports Shoes for Men | Enhanced Durability, Soft Cushioned Insole Walking Shoes For Men",Grey,"? 1,539",Mesh,"Athleisure Sports Shoes for Men | Enhanced Durability, Soft Cushioned Insole",4.2,392,"3,998",https://www.flipkart.com/red-tape-athleisure-sports-shoes-men-enhanced-durability-soft-cushioned-insole-walking/p/itmb9d723feed5d6?pid=SHOGY2VSASUQMKTN&lid=LSTSHOGY2VSASUQMKTNBZXRJT&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_617&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_1H0j-7ttk-E6yxp8cvdS09tq3__NvPwYay6XX8Y46cV3qD0trAWnpsZsqbAN8Ei03RDEr7qmM7bDfI936AF-3A%3D%3D&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
ASE,"Durable Performance Cricket Shoes with Dual Closure, Laces and Strap Cricket Shoes For Men",Orange,? 735,Denim,PU,4.1,"1,162","13,322",https://www.flipkart.com/ase-durable-performance-cricket-shoes-dual-closure-laces-strap-men/p/itmd1de5ac7a382d?pid=SHOGAA64GRZHVZVH&lid=LSTSHOGAA64GRZHVZVH7SKIRV&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_618&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_1H0j-7ttk-E6yxp8cvdS09tq3__NvPwYay6XX8Y46cVImLLoLfRdn-7Wc3gfg8LKT2xkcye40j60Ad1WlynB3A%3D%3D&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
LIBERTY,LEAP7X by Liberty NEATHER-1E Casual Shoe Jogging Shoes For Men,Grey,? 709,Mesh,LEAP7X by Liberty NEATHER-1E Casual Shoe,4.4,1,15,https://www.flipkart.com/liberty-leap7x-neather-1e-casual-shoe-jogging-shoes-men/p/itmf9e41e79cd1b8?pid=SHOGYSWUA7PY4WEK&lid=LSTSHOGYSWUA7PY4WEKL33PDE&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_619&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=08aeab25-c108-42a4-8089-f0813eb7f94d.SHOGYSWUA7PY4WEK.SEARCH&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
action,"Athleo ATG-405 Lightweight, Comfortable, Outdoor, Trekking, Hiking, Breathable High Tops For Men",Black,"? 1,399","Memory foam molds to the shape of the foot, providing personalized comfort and support.",Synthetic Leather,4.1,46,566,https://www.flipkart.com/action-athleo-atg-405-lightweight-comfortable-outdoor-trekking-hiking-breathable-high-tops-men/p/itm7423c2cd3f912?pid=SHOGMGWNKKQNDJWJ&lid=LSTSHOGMGWNKKQNDJWJVD9NOV&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_620&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=08aeab25-c108-42a4-8089-f0813eb7f94d.SHOGMGWNKKQNDJWJ.SEARCH&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
REEBOK,Super Speed Walking Shoes For Men,Grey,"? 1,047",Mesh,Super Speed,4.3,27,360,https://www.flipkart.com/reebok-super-speed-walking-shoes-men/p/itm83346d89649da?pid=SHOGRSZCXJCXJQGX&lid=LSTSHOGRSZCXJCXJQGXJWFOCA&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_621&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_1H0j-7ttk-E6yxp8cvdS09tq3__NvPwYay6XX8Y46cVG7dm3ayR1Dh4Q11SZbutrAXdrJZ8U89vLC71ZP238UA%3D%3D&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
REEBOK,Motion Enhanced M Training & Gym Shoes For Men,Navy,"? 1,349","Synthetic, Textile",Motion Enhanced M,4.1,102,"1,442",https://www.flipkart.com/reebok-motion-enhanced-m-training-gym-shoes-men/p/itm83145b1b3e8b4?pid=SHOGHXWSZR8VPDY7&lid=LSTSHOGHXWSZR8VPDY7SMI12A&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_622&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=en_1H0j-7ttk-E6yxp8cvdS09tq3__NvPwYay6XX8Y46cUFFMNtzhySzWTOngk0Wk8nrXa975ZuYL239ALghwFLyIE8waCTrWcncKeK_ydPfoM%3D&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
SPRENGE,SP-SABER-D.GREY T.BLUE Walking Shoes For Men,"Grey, Blue",? 460,Mesh,SP-SABER-D.GREY T.BLUE,3.9,46,567,https://www.flipkart.com/sprenge-sp-saber-d-grey-t-blue-walking-shoes-men/p/itm31dad12e051af?pid=SHOGUA3UADZ7RQV7&lid=LSTSHOGUA3UADZ7RQV78APOY9&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_623&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=08aeab25-c108-42a4-8089-f0813eb7f94d.SHOGUA3UADZ7RQV7.SEARCH&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
bacca bucci,Sports Shoes Training & Gym Shoes For Men,Blue,"? 1,399","Mesh, PU",Sports Shoes,4.2,765,"5,405",https://www.flipkart.com/bacca-bucci-sports-shoes-training-gym-men/p/itmbc48bc3641fb8?pid=SHOFWBZZFHYDBZWY&lid=LSTSHOFWBZZFHYDBZWYQLKSS5&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_624&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=08aeab25-c108-42a4-8089-f0813eb7f94d.SHOFWBZZFHYDBZWY.SEARCH&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
Lakhani,Outdoors For Men,White,"? 1,423",PU,Men,4,67,814,https://www.flipkart.com/lakhani-outdoors-men/p/itmf9ndffdhmtzkg?pid=SHOF9NBZGWHSYVZ6&lid=LSTSHOF9NBZGWHSYVZ6ZD89Y1&marketplace=FLIPKART&store=osp%2Fcil%2F1cu&srno=b_16_625&otracker=nmenu_sub_Men_0_Sports%20Shoes&fm=organic&iid=08aeab25-c108-42a4-8089-f0813eb7f94d.SHOF9NBZGWHSYVZ6.SEARCH&ppt=None&ppn=None&ssid=ktzmazuqww0000001714908821502
